training with dataset of 8000 samples and validating with randomly splitted 2000 samples
Epoch:0 start...
Epoch 0 -- Step 0: Gen Loss: 317.883; Mel Error:3.812; Q Loss: 0.000; Distill Loss: 0.705; Time cost per step: 1.339s
Epoch 0 -- Step 10: Gen Loss: 198.993; Mel Error:1.773; Q Loss: 0.006; Distill Loss: 0.705; Time cost per step: 1.571s
Epoch 0 -- Step 20: Gen Loss: 197.810; Mel Error:1.882; Q Loss: 0.002; Distill Loss: 0.706; Time cost per step: 1.570s
Epoch 0 -- Step 30: Gen Loss: 187.987; Mel Error:1.773; Q Loss: 0.001; Distill Loss: 0.695; Time cost per step: 1.571s
Epoch 0 -- Step 40: Gen Loss: 176.726; Mel Error:1.520; Q Loss: 0.001; Distill Loss: 0.706; Time cost per step: 1.569s
Epoch 0 -- Step 50: Gen Loss: 193.369; Mel Error:1.735; Q Loss: 0.003; Distill Loss: 0.693; Time cost per step: 1.569s
Epoch 0 -- Step 60: Gen Loss: 196.245; Mel Error:1.691; Q Loss: 0.003; Distill Loss: 0.686; Time cost per step: 1.569s
Epoch 0 -- Step 70: Gen Loss: 202.755; Mel Error:2.070; Q Loss: 0.006; Distill Loss: 0.662; Time cost per step: 1.568s
Epoch 0 -- Step 80: Gen Loss: 220.277; Mel Error:2.030; Q Loss: 0.001; Distill Loss: 0.651; Time cost per step: 1.570s
Epoch 0 -- Step 90: Gen Loss: 182.119; Mel Error:1.711; Q Loss: 0.001; Distill Loss: 0.641; Time cost per step: 1.569s
Epoch 0 -- Step 100: Gen Loss: 196.622; Mel Error:1.723; Q Loss: 0.002; Distill Loss: 0.642; Time cost per step: 1.570s
Epoch 0 -- Step 110: Gen Loss: 176.628; Mel Error:1.569; Q Loss: 0.108; Distill Loss: 0.644; Time cost per step: 1.571s
Epoch 0 -- Step 120: Gen Loss: 181.178; Mel Error:1.686; Q Loss: 0.043; Distill Loss: 0.638; Time cost per step: 1.570s
Epoch 0 -- Step 130: Gen Loss: 180.976; Mel Error:1.572; Q Loss: 0.064; Distill Loss: 0.638; Time cost per step: 1.571s
Epoch 0 -- Step 140: Gen Loss: 180.777; Mel Error:1.439; Q Loss: 0.036; Distill Loss: 0.636; Time cost per step: 1.571s
Epoch 0 -- Step 150: Gen Loss: 196.922; Mel Error:1.933; Q Loss: 0.017; Distill Loss: 0.634; Time cost per step: 1.569s
Epoch 0 -- Step 160: Gen Loss: 196.628; Mel Error:1.918; Q Loss: 0.022; Distill Loss: 0.631; Time cost per step: 1.569s
Epoch 0 -- Step 170: Gen Loss: 191.492; Mel Error:1.993; Q Loss: 0.017; Distill Loss: 0.629; Time cost per step: 1.570s
Epoch 0 -- Step 180: Gen Loss: 191.148; Mel Error:1.716; Q Loss: 0.028; Distill Loss: 0.632; Time cost per step: 1.568s
Epoch 0 -- Step 190: Gen Loss: 196.183; Mel Error:1.929; Q Loss: 0.018; Distill Loss: 0.635; Time cost per step: 1.568s
Epoch 0 -- Step 200: Gen Loss: 187.703; Mel Error:1.779; Q Loss: 0.014; Distill Loss: 0.632; Time cost per step: 1.568s
Epoch 0 -- Step 210: Gen Loss: 185.418; Mel Error:1.638; Q Loss: 0.014; Distill Loss: 0.631; Time cost per step: 1.567s
Epoch 0 -- Step 220: Gen Loss: 187.450; Mel Error:1.700; Q Loss: 0.019; Distill Loss: 0.655; Time cost per step: 1.565s
Epoch 0 -- Step 230: Gen Loss: 190.301; Mel Error:1.831; Q Loss: 0.024; Distill Loss: 0.632; Time cost per step: 1.567s
Epoch 0 -- Step 240: Gen Loss: 184.019; Mel Error:1.667; Q Loss: 0.017; Distill Loss: 0.632; Time cost per step: 1.567s
Epoch 0 -- Step 250: Gen Loss: 199.503; Mel Error:1.789; Q Loss: 0.012; Distill Loss: 0.632; Time cost per step: 1.569s
Epoch 0 -- Step 260: Gen Loss: 215.881; Mel Error:2.069; Q Loss: 0.017; Distill Loss: 0.648; Time cost per step: 1.568s
Epoch 0 -- Step 270: Gen Loss: 178.333; Mel Error:1.514; Q Loss: 0.013; Distill Loss: 0.633; Time cost per step: 1.568s
Epoch 0 -- Step 280: Gen Loss: 177.776; Mel Error:1.592; Q Loss: 0.012; Distill Loss: 0.631; Time cost per step: 1.569s
Epoch 0 -- Step 290: Gen Loss: 189.145; Mel Error:1.762; Q Loss: 0.014; Distill Loss: 0.631; Time cost per step: 1.569s
Epoch 0 -- Step 300: Gen Loss: 179.625; Mel Error:1.488; Q Loss: 0.016; Distill Loss: 0.635; Time cost per step: 1.569s
Epoch 0 -- Step 310: Gen Loss: 199.460; Mel Error:1.807; Q Loss: 0.019; Distill Loss: 0.642; Time cost per step: 1.569s
Epoch 0 -- Step 320: Gen Loss: 193.709; Mel Error:1.891; Q Loss: 0.026; Distill Loss: 0.641; Time cost per step: 1.569s
Epoch 0 -- Step 330: Gen Loss: 193.731; Mel Error:1.646; Q Loss: 0.019; Distill Loss: 0.638; Time cost per step: 1.568s
Epoch 0 -- Step 340: Gen Loss: 225.904; Mel Error:1.863; Q Loss: 0.019; Distill Loss: 0.632; Time cost per step: 1.567s
Epoch 0 -- Step 350: Gen Loss: 197.506; Mel Error:1.947; Q Loss: 0.033; Distill Loss: 0.629; Time cost per step: 1.568s
Epoch 0 -- Step 360: Gen Loss: 192.378; Mel Error:1.720; Q Loss: 0.012; Distill Loss: 0.635; Time cost per step: 1.569s
Epoch 0 -- Step 370: Gen Loss: 198.390; Mel Error:1.945; Q Loss: 0.009; Distill Loss: 0.619; Time cost per step: 1.568s
Epoch 0 -- Step 380: Gen Loss: 197.686; Mel Error:1.742; Q Loss: 0.020; Distill Loss: 0.626; Time cost per step: 1.569s
Epoch 0 -- Step 390: Gen Loss: 178.986; Mel Error:1.412; Q Loss: 0.018; Distill Loss: 0.629; Time cost per step: 1.569s
Epoch 0 -- Step 400: Gen Loss: 177.553; Mel Error:1.339; Q Loss: 0.017; Distill Loss: 0.640; Time cost per step: 1.568s
Epoch 0 -- Step 410: Gen Loss: 194.887; Mel Error:1.785; Q Loss: 0.013; Distill Loss: 0.617; Time cost per step: 1.569s
Epoch 0 -- Step 420: Gen Loss: 193.805; Mel Error:1.860; Q Loss: 0.012; Distill Loss: 0.619; Time cost per step: 1.569s
Epoch 0 -- Step 430: Gen Loss: 193.244; Mel Error:1.817; Q Loss: 0.015; Distill Loss: 0.621; Time cost per step: 1.568s
Epoch 0 -- Step 440: Gen Loss: 207.728; Mel Error:1.936; Q Loss: 0.007; Distill Loss: 0.632; Time cost per step: 1.568s
Epoch 0 -- Step 450: Gen Loss: 186.786; Mel Error:1.604; Q Loss: 0.015; Distill Loss: 0.622; Time cost per step: 1.568s
Epoch 0 -- Step 460: Gen Loss: 198.255; Mel Error:1.716; Q Loss: 0.016; Distill Loss: 0.626; Time cost per step: 1.568s
Epoch 0 -- Step 470: Gen Loss: 208.661; Mel Error:1.938; Q Loss: 0.015; Distill Loss: 0.628; Time cost per step: 1.568s
Epoch 0 -- Step 480: Gen Loss: 186.979; Mel Error:1.565; Q Loss: 0.013; Distill Loss: 0.639; Time cost per step: 1.568s
Epoch 0 -- Step 490: Gen Loss: 200.917; Mel Error:1.698; Q Loss: 0.009; Distill Loss: 0.637; Time cost per step: 1.567s
